"business_id","name","address","city","state","postal_code","latitude","longitude","phone_number"
"495531","Los Tres Vaqueros","7909-109 FALLS OF NEUSE RD ","RALEIGH","NC","27615-3348","","","19198466666"
"495541","Korean Garden Restaurant","748 E CHATHAM ST","CARY","NC","27511-6928","","","19193883615"
"495560","PTA Of Wake Forest","12277 CAPITAL BLVD ","WAKE FOREST","NC","27587-6200","","","19195541400"
"495562","I Love New York Pizza Restaurant","2316 HILLSBOROUGH ST","RALEIGH","NC","27607-7384","","","19198380011"
"495573","McDonald's","3508 Millbrook RD ","RALEIGH","NC","27613","","",""
"495584","Vic's Italian Cafe","331 BLAKE ST ","RALEIGH","NC","27601-1801","","","19198297090"
"495584","Vic's Italian Cafe","331 BLAKE ST ","RALEIGH","NC","27601-1801","","","19198297090"
"495589","Cisco Systems Triangle Terrace Cafe","7025 Bldg-5 Kit Creek Rd","RESEARCH TRIANGLE PARK","NC","27709","","","19194722425"
"495612","Great Wok","2823 WENDELL BLVD ","WENDELL","NC","27591-6904","","","19193656988"
"495627","Bojangles","2620 Atlantic Ave","RALEIGH","NC","27604-1502","","","19195469701"
"495781","Irregardless Cafe","901 W MORGAN ST ","RALEIGH","NC","27603-1511","","","19198338898"
"495820","Subway","3639 NEW BERN AVE ","RALEIGH","NC","27610-1232","","","19192509393"
"495820","Subway","3639 NEW BERN AVE ","RALEIGH","NC","27610-1232","","","19192509393"
"495892","Education Bldg. Snack Bar","301 N Wilmington St","RALEIGH","NC","27601-1058","","","19197333329"
"496027","Boston Market","1397 KILDAIRE FARM RD ","CARY","NC","27511-5525","","","19193193818"
"496087","Wendy's #1582135","1000 AERIAL CENTER PKWY","MORRISVILLE","NC","27560-9270","","","19194813650"
"496147","Taco Bell #3421","1120 KILDAIRE FARM RD","CARY","NC","27511-4523","","","19194810850"
"496147","Taco Bell #3421","1120 KILDAIRE FARM RD","CARY","NC","27511-4523","","","19194810850"
"496154","Carolina Billiards","533 Plaza Circle ","GARNER","NC","27529","","","19197724229"
"496197","Taco Bell","1205 LAURA VILLAGE RD ","APEX","NC","27523-7140","","","19193636694"
"496220","Brigs At The Crossing Restaurant","1225 NW MAYNARD RD ","CARY","NC","27513-8720","","","19198419300"
"32D0ABA9-B28E-2393-C12A26A2C542B816","Jin Jin China","421 Chapanoke Road","RALEIGH","NC","27603","","","19197728868"
"336355FE-0EBF-2BD9-89C16910AA2049DC","SUBWAY #881","5563 WESTERN BLVD ","RALEIGH","NC","27606-1595","","","19198591957"
"340A05D6-ECBA-1CE6-0979DEA37768F20A","SUSHI NINE","3812 WESTERN BLVD ","RALEIGH","NC","27606","","","19199008303"
"34239805-D454-ECC2-274110EA83F9892E","DUNKIN DONUTS #349131","8401 CAPITAL  BLVD ","RALEIGH","NC","27616","","","19195214960"
"34EEE6A2-1422-201B-196347DA3958584C","Caffe Mars/Catering on Demand","1100 Perimeter Park DR ","MORRISVILLE","NC","27615","","","19197497244"
"35084DDE-1422-201B-19B9ADD9D3E00A65","THE PINEWINDS BAKERY BRUEGGERS BAGELS #522","117 SMALL PINES DR ","GARNER","NC","27529","","","19196612525"
"35084DDE-1422-201B-19B9ADD9D3E00A65","THE PINEWINDS BAKERY BRUEGGERS BAGELS #522","117 SMALL PINES DR ","GARNER","NC","27529","","","19196612525"
"39B31FB1-0DCE-1B22-C8AD74EBF2BEF3B5","JAPAN EXPRESS","6250-100 GLENWOOD AVE ","RALEIGH","NC","27612","","","19197887758"
"39B4E455-EE11-8AD9-155DABE1089419D8","MCDONALDS #18373","415 S MAIN ST ","Rolesville","NC","27571","","","19195567686"
"3A523480-D25E-CF91-DE7891AB2DA5F1EA","HIBACHI BLUE","1500 VILLAGE MARKET PL ","MORRISVILLE","NC","27560","","","19194629899"
"3A5EC93E-A45C-6C77-D2662B38159F6BD4","OVER THE FALLS","419 S BROOKS ST ","WAKE FOREST","NC","27587","","","19195708588"
"3A653AF5-F132-069D-51CF17612670C93D","BAD DADDY'S BURGER BAR","111 SEABOARD AVE ","RALEIGH","NC","27604","","","19198392235"
"3A78CC64-C697-EF45-7182504A69C409B1","SALVIO'S PIZZERIA","6325 FALLS OF NEUSE RD ","RALEIGH","NC","27615","","","19199815678"
"3A79B5FB-F0A0-929F-9B25D53F1B72C341","GOLDEN SEAFOOD AND CHICKEN","2600 S SAUNDERS ST ","RALEIGH","NC","27603","","","19198330121"
"3AC33DB7-F1FE-354E-F307D4119371810F","12 OAKS CAFE","2008 GREEN OAKS PKY ","HOLLY SPRINGS","NC","27540","","","111111111111111"
"3AC33DB7-F1FE-354E-F307D4119371810F","12 OAKS CAFE","2008 GREEN OAKS PKY ","HOLLY SPRINGS","NC","27540","","","111111111111111"
"3AC4D7D2-BC97-79A0-48485507E61498AC","ENRIGO ITALIAN BISTRO","575 New Waverly PL ","CARY","NC","27518","","","19198547731"
"3B69E29D-94F4-B972-396E696B95BE9A80","SAN JOSE MEXICAN RESTAURANT","877 E GANNON AVE ","ZEBULON","NC","27616","","","19192693399"
"3B69E29D-94F4-B972-396E696B95BE9A80","SAN JOSE MEXICAN RESTAURANT","877 E GANNON AVE ","ZEBULON","NC","27616","","","19192693399"
"3C89C0D9-1422-201B-19203BCAEDDC5E7B","Bojangles #39","1581 E Williams ST ","APEX","NC","27502","","","19193626796"
"3D24EB1D-F2CE-866C-3AEDF3BF9BB9F450","RIDGEWOOD WINE & BEER CO.","1214 RIDGE RD ","RALEIGH","NC","27607","","","19198325232"
"3D24EB1D-F2CE-866C-3AEDF3BF9BB9F450","RIDGEWOOD WINE & BEER CO.","1214 RIDGE RD ","RALEIGH","NC","27607","","","19198325232"
"3D5A2637-1422-201B-19F9C367687F40B6","Sono Sushi Bar","319  Fayetteville ST ","RALEIGH","NC","27601","","","19195215328"
"3D6CA64C-1422-201B-19E377DCFFFDA15C","Mimi's Cafe #118","1115 Walnut  ST ","CARY","NC","27511","","","19194626411"
"3D786561-1422-201B-19A96EB0BB3D6D34","Jimmy John's #895","8204 Tryon Woods  DR ","RALEIGH","NC","27518","","","19198597377"
"3E488BE4-EA58-EBB5-0F1B2A6C024A1D18","El Pollo Rico Market","3901-173 Capital BLVD","RALEIGH","NC","27604","","","19194319985"
"496586","University Towers Dining Service","111 FRIENDLY DR","RALEIGH","NC","27607-5463","","","18005213077"
"496615","Neomonde Deli","3817 BERYL RD","RALEIGH","NC","27607-5244","","","19198281628"
"496619","R.J.'S PLACE","712 N MAIN ST ","FUQUAY-VARINA","NC","27526","","","19195525152"
"496633","Archdale Bldg. Snack Bar","512 N Salisbury St ","RALEIGH","NC","27604-1170","","","19197336805"
"496633","Archdale Bldg. Snack Bar","512 N Salisbury St ","RALEIGH","NC","27604-1170","","","19197336805"
"496642","Church's Fried Chicken","1401 NEW BERN AVE ","RALEIGH","NC","27610-2533","","","19198212220"
"496643","Circus Family Restaurant","1600 Wake Forest Rd ","RALEIGH","NC","27604-1333","","","19198342213"
"496643","Circus Family Restaurant","1600 Wake Forest Rd ","RALEIGH","NC","27604-1333","","","19198342213"
"496656","42nd St Oyster Bar","508 W JONES ST ","RALEIGH","NC","27603-1429","","","19198312811"
"496662","Hardees Of Knightdale","905 N SMITHFIELD RD ","KNIGHTDALE","NC","27545-7719","","","19192666118"
"496685","William Peace University Cafeteria","15 E Peace St ","RALEIGH","NC","27604-1176","","","19195082342"
"496694","Biscuitville","2426 Wake Forest Rd","RALEIGH","NC","27608-1710","","","19198212060"
"496695","Boondinis","7403 SIX FORKS RD","RALEIGH","NC","27615-6164","","","19198482487"
"496726","Pizza Hut Of Wake Forest","12239 Capital Blv","Wake Forest","NC","27587-6200","","","19195569190"
"496730","Shortys","212 S White St","WAKE FOREST","NC","27587","","","19195568026"
"496788","Watkins Grill","1625 Wake Forest Rd","RALEIGH","NC","27604-1332","","","19198340467"
"496788","Watkins Grill","1625 Wake Forest Rd","RALEIGH","NC","27604-1332","","","19198340467"
"496789","Wendy's #1342","3810 NEW BERN AVE","RALEIGH","NC","27610-1335","","","19192316399"
"496842","Brass Tap","3316 Capital Blv","RALEIGH","NC","27604-3367","","","111111191987"
"496844","Burger King #866","3000 Capital Blv ","RALEIGH","NC","27604-3334","","","19198722070"
"496882","Buffaloe Lanes North Foodservice","5900 Oak Forest Dr","RALEIGH","NC","27616-2903","","","19198765681"
"496883","Bull And Bear","5442 SIX FORKS RD ","RALEIGH","NC","27609-4436","","","19198473617"
"496936","Goodberry's Creamery","1146 KILDAIRE FARM RD","CARY","NC","27511-4583","","","19194672386"
"496986","Upper Deck","329 N HARRISON AVE","CARY","NC","27513-4560","","","19194601786"
"496986","Upper Deck","329 N HARRISON AVE","CARY","NC","27513-4560","","","19194601786"
"497067","Adventure Landing","3311 Capital BLVD ","RALEIGH","NC","27604-3339","","","19198721688"
"497069","Ray's Restaurant","1637 Mack Todd Rd","ZEBULON","NC","27597","","","19192699900"
"497093","Casa Carbone","6019-A Glenwood Ave ","RALEIGH","NC","27612","","","19197818750"
"497097","China Star","3201-101 EDWARDS MILL RD ","RALEIGH","NC","27612-5385","","","19197811448"
"497104","Edwards Mill Bar And Grill","3201 EDWARDS MILL RD","RALEIGH","NC","27612-5385","","","19197835447"
"497133","Hilton North Raleigh Foodservice","3415 WAKE FOREST RD ","RALEIGH","NC","27609-7316","","","19198722323"
"497223","Milton's Pizza House","8853 SIX FORKS RD ","RALEIGH","NC","27615-2970","","","19198470604"
"497223","Milton's Pizza House","8853 SIX FORKS RD ","RALEIGH","NC","27615-2970","","","19198470604"
"3FC56EC7-08DF-FBEA-40DC9E1156D13961","BARKING COW","2500 WYCLIFF  RD ","RALEIGH","NC","27607","","","111111111111111"
"3FEE2232-9833-EE28-47E822BF4250B4EE","COOLEY'S RESTAURANT","711 N MAIN ST ","FUQUAY VARINA","NC","27526","","","19195520543"
"404C2D11-EB55-CDE2-1F18492576CE0ECD","MCDONALD'S #7811","6250 CAPITAL BLVD ","RALEIGH","NC","27616","","","19198785907"
"404C2D11-EB55-CDE2-1F18492576CE0ECD","MCDONALD'S #7811","6250 CAPITAL BLVD ","RALEIGH","NC","27616","","","19198785907"
"414","Penn Station","3611 Spring Forest RD ","RALEIGH","NC","27616","","","111111111111111"
"419B9495-3048-98E7-04B94981720F4DCA","KOBE HIBACHI & SUSHI","515 N MAIN ST ","HOLLY SPRINGS","NC","27540","","","19195571437"
"419B9495-3048-98E7-04B94981720F4DCA","KOBE HIBACHI & SUSHI","515 N MAIN ST ","HOLLY SPRINGS","NC","27540","","","19195571437"
"4380","Pizza Villa","409 US Hwy 64 Business West","ZEBULON","NC","27597","","","111111111111111"
"4485","Starbucks Coffee #08373","609 Peace St ","RALEIGH","NC","27605","","","111111111111111"
"46B21B45-1422-201B-191ECFDB0267ADA4","Jersey Mikes Subs","1121-105 Falls River AVE ","RALEIGH","NC","27614","","","19198484343"
"493862","Tekelec Cafe","5200 PARAMOUNT PKY ","MORRISVILLE","NC","27560-8499","","","14603677460"
"493889","Pine Hollow Golf Club Food Service","3300 GARNER RD ","CLAYTON","NC","27520-9306","","","19195534554"
"493889","Pine Hollow Golf Club Food Service","3300 GARNER RD ","CLAYTON","NC","27520-9306","","","19195534554"
"493909","Starbucks","3101 EDWARDS MILL RD ","RALEIGH","NC","27612-5303","","","19197894922"
"493909","Starbucks","3101 EDWARDS MILL RD ","RALEIGH","NC","27612-5303","","","19197894922"
"494660","Wake Technical Community College Rest.","9101 FAYETTEVILLE RD","RALEIGH","NC","27603-5655","","","19196623417"
"494674","Woody's Sports Tavern & Grill","8322 CHAPEL HILL RD","CARY","NC","27513-4051","","","19193807737"
"494699","Target Food Avenue Express","4841 GROVE BARTON RD","RALEIGH","NC","27613-1900","","","19197851803"
"494737","Target #1104","2700 Timber  DR ","GARNER","NC","27529","","","19197729065"
"494755","New Panda Chinese Restaurant","2660 TIMBER DR ","GARNER","NC","27529-2571","","","19196618393"
"494760","Wendy's","1213 NW MAYNARD RD","CARY","NC","27513-8720","","","19194680925"
"494764","Truffles Deli","3200 BEECHLEAF CT ","RALEIGH","NC","27604-1085","","","19199541944"
"494771","Roma's Italian","203 N HARRISON AVE ","CARY","NC","27513-4558","","","19194681111"
"494818","Applebee's","501 E Six Forks Rd","RALEIGH","NC","27609-7889","","","19198569030"
"494823","Jersey Mikes Subs","922 Us 64 Hwy ","APEX","NC","27502","","","19194673900"
"494855","Bee Hive Cafe","3800 HILLSBOROUGH ST ","RALEIGH","NC","27607-5237","","","19198298328"
"494901","Kabuki Japanese Steak House","220 Nottingham Dr","CARY","NC","27511","","","19193808081"
"494971","Windsor Point Restaurant","1221 BROAD ST","FUQUAY VARINA","NC","27526-3602","","","19195524580"
"494974","Subway","6418 TRYON RD ","CARY","NC","27511-7050","","","19198547200"
"495040","Courtney's","407 E Six Forks Rd ","RALEIGH","NC","27609-7829","","","19198343613"
"495069","Burger King #11244","2791 Nc 55 Hwy ","CARY","NC","27511","","","19193870071"
"495069","Burger King #11244","2791 Nc 55 Hwy ","CARY","NC","27511","","","19193870071"
"10972","THE GREAT","243 GRANDE HEIGHTS  DR ","CARY","NC","27513","","","111111111111111"
"10AAB7A0-568B-ED86-1C7A14F3077A78C9","Daly Cafe and Pub at Holiday Inn","930 Airport BLVD ","MORRISVILLE","NC","27560","","","19194651910"
"10B95BE1-C6ED-6ED7-77651B9EDEF0A73C","RANDY'S PIZZA","2458 WYCLIFF RD ","RALEIGH","NC","27607","","","19193225990"
"10E3B019-E45C-6A2B-B7A3DB9F3521FDF5","Poppy Seed Market","8801-107 Lead Mine RD ","RALEIGH","NC","27615","","","19198708997"
"10E3B019-E45C-6A2B-B7A3DB9F3521FDF5","Poppy Seed Market","8801-107 Lead Mine RD ","RALEIGH","NC","27615","","","19198708997"
"11080CC7-D654-1517-5E77B2CB01C523BF","THE CORNER TAVERN & GRILL","1303-03 NW MAYNARD RD ","CARY","NC","27513","","","1111111111919"
"1149E92F-113F-7D26-5A4FFD3E66E170B6","Arby's #6657","9221 Fairbanks RD ","RALEIGH","NC","27613","","","19196764034"
"1149E92F-113F-7D26-5A4FFD3E66E170B6","Arby's #6657","9221 Fairbanks RD ","RALEIGH","NC","27613","","","19196764034"
"11634540-F152-1361-31141526242A1DF3","Jumbo China","13200-121 New Falls of Neuse RD ","RALEIGH","NC","27614","","","19198618858"
"117AA727-1100-178D-CBD6C473451776C6","AVIATOR SMOKEHOUSE","525 Broad  ST ","FUQUAY VARINA ","NC","27526","","","19195672337"
"11877","Prestonwood Snack Bar","320 Prestonwood Pky ","CARY","NC","27513","","","111111111111111"
"118EAA48-8A96-11A0-B962115131B0B272","China Won","8109 Fayetteville RD ","RALEIGH","NC","27603","","","19196629799"
"11D0CE2D-E2A5-1083-AAB6D57A7DB50406","China Best","632 Holly Springs RD ","HOLLY SPRINGS","NC","27540","","","111111111111111"
"120A3868-5F88-9B27-A2D45882B8924B46","Ba-Da Wings #0006","2161 Avent Ferry RD ","RALEIGH","NC","27606","","","19198323902"
"120A3868-5F88-9B27-A2D45882B8924B46","Ba-Da Wings #0006","2161 Avent Ferry RD ","RALEIGH","NC","27606","","","19198323902"
"1228358E-A6F1-1720-8C3FE2A44EB654E9","ANDYS BURGERS SHAKES & FRIES","3504 DAVIS DR ","MORRISVILLE","NC","27560","","","19194650422"
"1228358E-A6F1-1720-8C3FE2A44EB654E9","ANDYS BURGERS SHAKES & FRIES","3504 DAVIS DR ","MORRISVILLE","NC","27560","","","19194650422"
"126909A7-120F-101B-F94F10A74EC8B093","JUMBO CHINA","404-183 E SIX FORKS RD ","RALEIGH","NC","27609-7869","","","19195468858"
"126B09EF-76C5-14C1-0924154CCC9CC60A","DQ Grill and Chill #41609","5260 New Bern AVE ","RALEIGH","NC","27610","","","19197575617"
"12710175-CB1B-15ED-1D328B502B7A6011","ANDY'S BURGERS, SHAKES, & FRIES","11216-106 CAPITAL BLVD ","WAKE FOREST","NC","27587","","","19195549747"
"127318E7-14CF-FBAF-4341170F855920B5","MORRISVILLE DELI","3524 DAVIS DR ","MORRISVILLE","NC","27560","","","19193803767"
"12803","GORDON BIERSCH","2400 JOHN BRANTLEY BLVD ","RDU AIRPORT","NC","27623","","","111111111111111"
"12910F57-A907-9A8A-80BADC0952CDF83E","Zaxby's Restaurant","4150 FAYETTEVILLE RD","RALEIGH","NC","27603-3606","","","19196617772"
"12910F57-A907-9A8A-80BADC0952CDF83E","Zaxby's Restaurant","4150 FAYETTEVILLE RD","RALEIGH","NC","27603-3606","","","19196617772"
"12C14274-1670-122A-ED39C62237E611D7","Good Taste Chinese Restaurant","532 W Gannon AVE ","ZEBULON","NC","27597","","","19194041218"
"12EE94A7-6D9C-A367-8A5E958D9DA61E5C","TAIPEI AUTHENTIC CHINESE CUISINE","121 E CHATHAM ST ","CARY","NC","27511","","","19193885885"
"12EE94A7-6D9C-A367-8A5E958D9DA61E5C","TAIPEI AUTHENTIC CHINESE CUISINE","121 E CHATHAM ST ","CARY","NC","27511","","","19193885885"
"496251","Bojangles # 12","3808 WESTERN Blv ","RALEIGH","NC","27603-1935","","","19196648613"
"496251","Bojangles # 12","3808 WESTERN Blv ","RALEIGH","NC","27603-1935","","","19196648613"
"496282","Harris Teeter #289 Deli ","2603 GLENWOOD AVE ","RALEIGH","NC","27608-1044","","","19197875526"
"496299","Mitch's Tavern","2426 HILLSBOROUGH ST","RALEIGH","NC","27607-7248","","","19198217771"
"496324","Saint Mary's School Dining ","900 HILLSBOROUGH ST ","RALEIGH","NC","27603-1610","","","19194244093"
"496379","BB's Grill","2950  42 HWY ","WILLOW SPRING","NC","27592-7810","","","19195242835"
"496389","Capital City Club","411 FAYETTEVILLE STREET MALL","RALEIGH","NC","27601-1748","","","19198325526"
"496394","CLYDE COOPERS BBQ","109 E DAVIE ST ","RALEIGH","NC","27601-1805","","","19198327614"
"496442","Shaw University Cafeteria","118 E SOUTH ST ","RALEIGH","NC","27601-2341","","","19198368817"
"496442","Shaw University Cafeteria","118 E SOUTH ST ","RALEIGH","NC","27601-2341","","","19198368817"
"496462","Waffle And Pancake House","3909 S WILMINGTON ST ","RALEIGH","NC","27603-3601","","","19197790301"
"496529","El Dorado #3","112 E VANCE ST ","FUQUAY VARINA","NC","27526-2235","","","19195570287"
"496529","El Dorado #3","112 E VANCE ST ","FUQUAY VARINA","NC","27526-2235","","","19195570287"
"496555","McKimmon Center Snack Bar","1101 Gorman Street ","RALEIGH","NC","27695","","","111111111111111"
"496559","Nineteenth Hole RGA","1527 TRYON RD ","RALEIGH","NC","27603-3131","","","19197729987"
"496560","Nur Deli And Grocery","2233 AVENT FERRY RD ","RALEIGH","NC","27606-2138","","","19198281523"
"496565","Pizza Hut","3921 WESTERN BLVD ","RALEIGH","NC","27606-1936","","","19198513583"
"496566","Pizza Hut","1301 N MAIN ST ","FUQUAY VARINA","NC","27526-2618","","","19195520771"
"496570","Roast Grill","7 S WEST ST ","RALEIGH","NC","27603-1831","","","19198328292"
"496593","Wendy's #1339","3400 OLYMPIA DR ","RALEIGH","NC","27603-3425","","","19197725807"
"496619","R.J.'S PLACE","712 N MAIN ST ","FUQUAY-VARINA","NC","27526","","","19195525152"
"496632","Aubrey & Peedi's Grill","38 N Main St ","WENDELL","NC","27591","","","19193655528"
"496636","Bojangles # 3","1013 NEW BERN AVE ","RALEIGH","NC","27601-1605","","","19198213735"
"496642","Church's Fried Chicken","1401 NEW BERN AVE ","RALEIGH","NC","27610-2533","","","19198212220"
"496656","42nd St Oyster Bar","508 W JONES ST ","RALEIGH","NC","27603-1429","","","19198312811"
"496657","Franks Pizza Restaurant","2030 NEW BERN AVE ","RALEIGH","NC","27610-2429","","","19192308990"
"496680","Motor Vehicles Luncheonette","1100 New Bern Ave ","RALEIGH","NC","27601","","","19197333479"
"496687","Person Street Pharmacy","702 N Person St ","RALEIGH","NC","27604-1216","","","19198328671"
"496695","Boondinis","7403 SIX FORKS RD","RALEIGH","NC","27615-6164","","","19198482487"
"496705","North Raleigh Courtyard By Marriott","1041 WAKE TOWNE DR ","RALEIGH","NC","27609-7850","","","19198760890"
"496775","Side Street Restaurant","225 N Bloodworth St ","RALEIGH","NC","27601-1105","","","19198284927"
"496775","Side Street Restaurant","225 N Bloodworth St ","RALEIGH","NC","27601-1105","","","19198284927"
"496841","Bojangles # 11","7525 Us 64 Hwy E","KNIGHTDALE","NC","27545-9274","","","19192662768"
"495080","BURGER KING #8513","1828 ROCK QUARRY RD ","RALEIGH","NC","27610","","","19198340355"
"495119","Subway","411-A S Main St","ROLESVILLE","NC","27571-9664","","","19195543511"
"495123","Tasca Brava","607 GLENWOOD AVE","RALEIGH","NC","27603-1223","","","19198280840"
"495127","Starbucks #8270","7498 CREEDMOOR RD ","RALEIGH","NC","27613-1664","","","19198460633"
"495127","Starbucks #8270","7498 CREEDMOOR RD ","RALEIGH","NC","27613-1664","","","19198460633"
"495166","Chick-fil-A","1803 N HARRISON AVE","CARY","NC","27513-2408","","","19196781444"
"495196","Crooked Creek Golf Club Grill Room","4621 SHADY GREENS DR","FUQUAY VARINA","NC","27526-8488","","","19195577529"
"495302","Wang's Kitchen","1601-41 CROSS LINK RD ","RALEIGH","NC","27610-4186","","","19198320706"
"495302","Wang's Kitchen","1601-41 CROSS LINK RD ","RALEIGH","NC","27610-4186","","","19198320706"
"495328","Mcdonald's #17721","900 Us 64 Hwy ","APEX","NC","27502","","","19193800906"
"495341","Taco Bell #020165","2101 WALNUT ST","CARY","NC","27511-9207","","","19198520680"
"495362","Wang's Kitchen","3416 POOLE RD ","RALEIGH","NC","27610-2918","","","19192500902"
"495362","Wang's Kitchen","3416 POOLE RD ","RALEIGH","NC","27610-2918","","","19192500902"
"495438","Starbucks Coffee","6282 GLENWOOD AVE ","RALEIGH","NC","27612-2651","","","19197850111"
"495439","O'Malley's Tavern","5228 HOLLYRIDGE DR ","RALEIGH","NC","27612-3114","","","19197871234"
"495442","Goodberry's Creamery","2325 Davis Dr ","CARY","NC","27560","","","19194693350"
"495454","Jelly Beans Rest","1120 Buck Jones Rd ","RALEIGH","NC","27606","","","19194675283"
"495484","Thai Villa Restaurant","1319 BUCK JONES RD ","RALEIGH","NC","27606-3328","","","19194629010"
"495484","Thai Villa Restaurant","1319 BUCK JONES RD ","RALEIGH","NC","27606-3328","","","19194629010"
"495507","Ruckus Pizza","2233 AVENT FERRY RD ","RALEIGH","NC","27606-2138","","","19198352002"
"495529","Perkins Restaurant","908 W US HWY 64 E ","APEX","NC","27502","","","19194628805"
"495529","Perkins Restaurant","908 W US HWY 64 E ","APEX","NC","27502","","","19194628805"
"495552","Bahama Breeze Restaurant","3309 Wake Forest Road ","RALEIGH","NC","27609","","","19198726330"
"495563","El Dorado Restaurant","6442 TRYON RD ","CARY","NC","27511-7050","","","19198599334"
"495567","Pf Changs Restaurant","4325 Glenwood AVE ","RALEIGH","NC","27612","","","19197877754"
"495589","Cisco Systems Triangle Terrace Cafe","7025 Bldg-5 Kit Creek Rd","RESEARCH TRIANGLE PARK","NC","27709","","","19194722425"
"495597","McDonald's","1830 WALNUT ST","CARY","NC","27511-9200","","","111111111111111"
"495603","Jersey Mikes Restaurant","1761 Nc 55 Hwy ","APEX","NC","27502","","","19193636453"
"495604","The Sports Page Bar & Grill","835 N SMITHFIELD RD ","KNIGHTDALE","NC","27545-7717","","","19192663130"
"495604","The Sports Page Bar & Grill","835 N SMITHFIELD RD ","KNIGHTDALE","NC","27545-7717","","","19192663130"
"495618","Glenaire Dining Services","4000 Glenaire Circle ","CARY","NC","27511-3802","","","19194474482"
"495619","McDonald's #5028","105 E SOUTH ST ","RALEIGH","NC","27601-2340","","","19198337800"
"495619","McDonald's #5028","105 E SOUTH ST ","RALEIGH","NC","27601-2340","","","19198337800"
"495624","AMANTE PIZZA","9545 CHAPEL HILL RD","MORRISVILLE","NC","27560-7359","","","19193803382"
"497233","The Peddler Steak House","6005 GLENWOOD AVE ","RALEIGH","NC","27612-2636","","","19197876980"
"497261","Tripps","3516 WADE AVE ","RALEIGH","NC","27607-4048","","","19198213990"
"497294","GLAXO ZEBULON FOODSERVICE","1011 N ARENDELL AVE ","ZEBULON","NC","27597","","","19192691092"
"497536","Arby's Restaurant #6036","151 WAKELON ST ","ZEBULON","NC","27597-2404","","","19192690995"
"497536","Arby's Restaurant #6036","151 WAKELON ST ","ZEBULON","NC","27597-2404","","","19192690995"
"497692","Los Tres Magueyes","110 SW MAYNARD RD ","CARY","NC","27511-4402","","","19194608757"
"497709","Century Center Cafeteria (DOT building)","1020 BIRCH RIDGE DR ","RALEIGH","NC","27610-4328","","","19192504244"
"497734","Wake Med Kitchen","3000 NEW BERN AVE","RALEIGH","NC","27610-1231","","","19193508042"
"497734","Wake Med Kitchen","3000 NEW BERN AVE","RALEIGH","NC","27610-1231","","","19193508042"
"497756","Char-Grill","4617 Atlantic Ave","RALEIGH","NC","27604-8103","","","19199549556"
"497763","Olive Garden","1809 WALNUT ST ","CARY","NC","27511-9201","","","19192339714"
"497764","Chick-fil-A","1815 WALNUT ST ","CARY","NC","27511-9201","","","19192331691"
"497816","Chilis Bar And Grill","6324 GLENWOOD AVE ","RALEIGH","NC","27612-2618","","","19195713600"
"497865","East Village Bar & Grill","1 DIXIE TRL ","RALEIGH","NC","27607-7042","","","19198219985"
"497908","Neo-Asia","6602 GLENWOOD AVE ","RALEIGH","NC","27612-7136","","","19197838383"
"497919","India Mahal","3212 HILLSBOROUGH ST ","RALEIGH","NC","27607-5439","","","19198369742"
"497919","India Mahal","3212 HILLSBOROUGH ST ","RALEIGH","NC","27607-5439","","","19198369742"
"497927","BOJANGLES #15","5409 CAPITAL BLVD ","RALEIGH","NC","27616-2929","","","19198725820"
"497947","Wendy's","8209 CREEDMOOR RD ","RALEIGH","NC","27613-1372","","","19196762320"
"497995","Margauxs","8111 CREEDMOOR RD ","RALEIGH","NC","27613-4389","","","19198469846"
"498009","K & W Cafeteria","511 WOODBURN RD ","RALEIGH","NC","27605-1325","","","19198327505"
"498009","K & W Cafeteria","511 WOODBURN RD ","RALEIGH","NC","27605-1325","","","19198327505"
"498056","Raleighwood Cinema & Grill","6609 Falls Of Neuse Rd ","RALEIGH","NC","27615","","","19198478370"
"498087","Revenue Bldg. Cafeteria","305 N Wilmington St ","RALEIGH","NC","27601","","",""
"498095","AMF South Hills Snack Bar","301 NOTTINGHAM DR","CARY","NC","27511-4947","","","19194672411"
"498131","Chilis Grill & Bar","1388 KILDAIRE FARM RD ","CARY","NC","27511-5526","","","111111119194"
"498176","McDonald's # 13334","6213 FALLS OF NEUSE RD ","RALEIGH","NC","27609-3505","","","19198780085"
"498181","Bojangles","1209 LAURA VILLAGE RD ","APEX","NC","27523-7140","","","19193621416"
"498234","Kroger #303 Deli & Bakery ","7905 FALLS OF NEUSE RD ","RALEIGH","NC","27615-3312","","","19198475012"
"498237","Atrium Cafe, The","500 SAS Campus Dr,  Bldg R ","CARY","NC","27513","","","19195319380"
"498239","NC Seafood","1201 AGRICULTURE ST ","RALEIGH","NC","27603-2366","","","19198334661"
"498291","Burger King #223","349 TRYON RD ","RALEIGH","NC","27603-3529","","","19197725255"
"498309","Champions Bar & More","5563 WESTERN BLVD ","RALEIGH","NC","27606-1595","","","111111111111111"
"498386","Milano's Pizza","186 WAKELON ST ","ZEBULON","NC","27597-2403","","","19192694488"
"495624","AMANTE PIZZA","9545 CHAPEL HILL RD","MORRISVILLE","NC","27560-7359","","","19193803382"
"495743","Sam And Wally's Eatery","2 Hanover Square","RALEIGH","NC","27601","","","19198297215"
"496087","Wendy's #1582135","1000 AERIAL CENTER PKWY","MORRISVILLE","NC","27560-9270","","","19194813650"
"496135","Jersey Mikes","962-D Airport BLVD ","MORRISVILLE","NC","27560","","","19193190039"
